意图	语料
景点	你好，可以帮我推荐一个游玩时长2小时 - 3小时，票价免费的景点吗？
景点	我选择什刹海酒吧街，特喜欢喝酒，能帮我查一下这个景点的地址吗？
酒店	好的，记下了，还得麻烦你帮我找一个最低价格是200-300元，评分是5分的酒店，有什么好的推荐吗？
酒店	非常满意，这家酒店的电话是多少呢？
酒店	好的，这家酒店周边有什么好玩的景点吗？
酒店	哦，真是太遗憾了，那酒店设施是否提供无烟房呢？
酒店	没关系，那酒店设施是否提供洗衣服务呢？
地铁	那好吧，我打算乘地铁从什刹海酒吧街到7天优品酒店(北京国贸劲松地铁站店)，该怎么坐车呢，出发地和目的地附近的地铁站分别是什么呢？
thank	好的，真是太感谢你了！
景点	你好，请帮我查下华韵·宜兴传统文化馆的景点评分是多少。
景点	麻烦给我推荐下景点周边有哪些酒店？
餐馆	好的，请再帮我推荐一家评分在4.5分以上的餐馆用餐。
餐馆	请告知下这家餐馆的营业时间。
出租	可以帮我找一辆从华韵·宜兴传统文化馆去全聚德烤鸭店(清华园店)的出租车吗？
出租	好的，请再告知下出租车车型和车牌确定下。
thank	好的 ，谢谢了。
景点	你好，我想找一个景点游玩，能帮我推荐一个评分4.5分，游玩时长1小时的地方吗？
景点	我就去史家胡同博物馆看看吧，它家周边还有别的景点吗？
酒店	不错啊，游玩以后，我需要找个评分是5分，最低价格是200-300元的经济型酒店住宿，哪家酒店比较好？
酒店	哦了，这家酒店周边都有啥景点呀？
餐馆	晚上我想找一个人均消费50-100元，评分是4.5分以上的餐馆用餐，你能给我推荐一个吗？
餐馆	苗颖竹荪鹅我还没吃过，打算去这里尝尝，你能帮我查一下它家的地址吗？
出租	我想呼叫从史家胡同博物馆到苗颖竹荪鹅的出租车，可以帮我查一下这个出租的车型和车牌吗？
thank	哦了，谢谢！
景点	你好，能为我找一个评分是5分，票价是50-100元的景点吗？
景点	好啊，就去这里了，知道景点周边都有什么餐馆吗？
景点	不错啊，你知道这个景点的电话不？
餐馆	好的，我知道你打错字了，你说的是电话，游玩结束后，我打算在景点周边找一个人均消费是50-100元，评分是5分的餐馆吃饭，知道哪个比较适合我吗？
餐馆	既然只有这一家，那我还有啥不能接受的啊，快把它家地址告诉我吧。
餐馆	哦了，这个地方没有吃好，我打算换个评分是4.5分以上，人均消费是100-150元，能做麻辣小龙虾的餐馆接着吃，你能给我点建议吗？
餐馆	非常满意，基本和我的要求没差啥钱，它家周边有好玩的景点吗？
餐馆	不错啊，那这个餐馆周边还有别的餐馆吗？
景点	真是太好了，吃完饭我打算在餐馆周边找个游玩时长是1小时 - 2小时，票价是20-50元，评分是4.5分以上的景点散步，你知道哪里比较适合吗？
景点	好的，那麻烦你帮我查一下这个景点的地址和电话。
酒店	收到，溜达完我要找个价格是200-300元，提供会议室的酒店住宿，你能给我推荐一个吗？
酒店	好啊，就听你的，你帮我查一下它家的酒店类型和地址吧。
thank	OK，我知道了，太感谢了！
景点	你好，我要去景点小汤山镇，帮我查询下这个景点的游玩时间和地址。
酒店	玩累了我想找一个能宽带上网的高档型酒店，帮我推荐下呗。
酒店	北京中康国际酒店的价格贵不贵？
thank	不太便宜啊，谢谢你了。
景点	你好，我想带女朋友去一个门票免费，游玩时间在0.5小时 - 1小时的景点游玩，给我推荐一个吧。
景点	这个景点的周边有哪些餐馆啊？
景点	景点的评分是多少啊？
thank	好的，谢谢你了啊。
酒店	你好，我想带女朋友找一家有吹风机服务设施的酒店住宿，给我推荐一家吧。
酒店	这家酒店的周边有哪些餐馆啊？
酒店	酒店的电话是多少啊？
餐馆	好的，我想找一家评分4.5分以上人均消费50-100元的餐馆吃饭，给我推荐一家吧。
餐馆	这家餐馆有啥好吃的推荐菜啊？
餐馆	餐馆的周边有哪些好玩的景点啊？
景点	请在海碗居北京菜(增光路总店)周边的景点里给我推荐一个评分4.5分以上的，可以游玩时间2小时 - 3小时的景点游玩。
景点	这个景点的周边有哪些酒店啊？
景点	嗯，我还想找一个评分4.5分以上门票免费的景点去游玩下，给我推荐一个吧。
景点	这个景点的地址是在哪啊？
thank	好的，谢谢你了啊。
景点	您好，请帮我找个免费的景点。
景点	交换商店的评分咋样，周边有餐馆吗？
餐馆	想喝现磨豆浆，吃秘制三杯鸡饭，能帮我找一个评分5分的餐馆吗？
餐馆	永和大王的周边能吃饭和住宿吗？
酒店	帮我找一个评分4.5分以上，能吃中餐的酒店。
酒店	北京空港远航国际酒店是什么类型酒店？
thank	好的，谢谢了。
酒店	你好，可以为我找一个评分是4.5分以上，提供24小时热水的酒店吗？
酒店	真的吗，这个酒店的地址你知道吗？
酒店	好的，你知道这个酒店是什么类型的吗？
餐馆	不错啊，安排好住处，我打算找个人均消费是150-500元，评分是4分以上，能吃到深夜营业的餐馆吃饭，有什么好的地方推荐吗？
餐馆	可以啊，听这餐馆名字就感觉这个地方会很不错，你能帮我查一下这个餐馆周边还有哪些其他餐馆吗？
thank	收到，非常感谢！
景点	你好，我和同学约好出去玩儿，有那种评分是4.5分以上还能玩上2小时 - 3小时的景点推荐一下吗？
景点	嗯，听起来不错。有地址吗？
景点	记下了。另外电话能给我一个吗？
餐馆	好。然后我们定好去麦当劳(潞苑南大街6DT店)吃饭，能告诉我那儿的人均消费如何吗？
餐馆	那营业时间是啥样的？
thank	好的，感谢。
景点	你好我想去盛世天空美术馆游玩，请告诉我这个景点的周边有哪些好玩的景点啊？
景点	请在盛世天空美术馆周的景点给我推荐一个门票免费的景点游玩。
景点	这个景点的周边有哪些好玩的景点啊？
景点	这个景点的评分是多少啊？
酒店	好的，游玩结束后我想找一家价格在400-500元的，有24小时热水和接待外宾服务的酒店住宿，给我推荐一家吧。
酒店	这家酒店的电话多少啊，是什么类型。
餐馆	好的，我想找一家评分4.5分以上的餐馆吃薯条，给我推荐一家餐馆用餐吧。
餐馆	这家餐馆的电话多少啊？
餐馆	餐馆的人均消费是多少钱啊？
thank	好的，谢谢你了啊。
景点	你好，我要带家人去云蒙三峪景区游玩，请告诉我这个景点的游玩时间是多久？
景点	景点的周边还有哪些别的好玩的景点啊？
酒店	游玩结束后我想找个评分4.5分以上的舒适型酒店住宿，给我推荐一家吧。
酒店	这酒店的周边有哪些餐馆啊？
餐馆	好的，休想好了以后我想找个人均消费100-150元的餐馆吃宫廷奶酪这道菜，给我推荐一家餐馆用餐吧。
餐馆	这家餐馆的周边有哪些酒店啊？
餐馆	餐馆的营业时间是什么时间？
酒店	吃完饭，我想在奶酪魏（牛街总店）周边找一家最低价格200-300元的有暖气和室内游泳池服务的经济型酒店住宿，给我推荐一家吧。
酒店	酒店是什么类型，地址在哪啊？
酒店	酒店的周边有哪些景点啊？
thank	好的，谢谢你了。
餐馆	你好，我想找一个人均消费在50-100元之间的餐馆，我希望餐馆的评分在4.5分以上的有推荐的吗？
餐馆	海碗居北京菜(增光路总店)的周边有哪些餐馆和酒店呢？
酒店	好的，我想在海碗居北京菜(增光路总店)周边找一个在公共区域和部分房间提供wifi的经济型酒店，有推荐的吗？
酒店	好的，瑞尔威连锁饭店(北京西客站店)的价格是多少？
酒店	这个酒店的周边都有哪些餐馆？
景点	好的，我想找一个能玩2-3小时的并且票价在20-50元之间的景点，我希望景点的评分达到5分，有推荐的吗？
景点	北京喇叭沟原始森林公园的电话是多少？
景点	这个景点的周边还有哪些景点呢？
景点	本来想在北京喇叭沟原始森林公园周边找一个景点游玩，既然没有景点，那帮我在别处推荐一个能玩1-2天的并且评分是5分的景点吧。
景点	好的，故宫的电话是多少呢？
景点	故宫的周边还有哪些景点呢？
thank	好的，谢谢。
景点	你好，我想带女朋友找一个评分4分以上可以游玩时间0.5小时的景点游玩，给我推荐一个吧。
景点	这个景点的地址是在哪啊？
thank	好的，谢谢你了啊。
景点	你好，请给我推荐一个票价在150-200元的景点。
景点	景点的电话是多少？
餐馆	好的，旅游完我想找一家评分在4.5分以上，人均消费50-100元的餐馆吃饭，帮忙推荐一家吧。
餐馆	餐厅周边有哪些景点？
餐馆	餐馆的营业时间是？
酒店	好的，帮我推荐一家评分在4分以上，价格400-500元的酒店吧。
酒店	请告诉我酒店的地址和电话。
thank	好的，谢谢了。
景点	你好，能帮我找一个游玩时间是3小时，评分是4分以上，票价100-150元的景点吗？
景点	我打算去北京杜莎夫人蜡像馆，这个景点周边还有别的景点吗？
景点	真是太好了，这么多地方可以换着玩，你知道景点的电话吗？
酒店	嗯，记下了，游玩结束我打算找一个最低价格1000元以上的酒店住宿，你认为哪家酒店好？
酒店	好的，那就去北京方恒假日酒店好了，你知道它家周边都有哪些餐馆吗？
酒店	收到，它家提供免费国内长途电话吗？
酒店	哦，那提供收费停车位吗？
餐馆	好吧，那我打算去该酒店周边找个餐馆吃饭，知道谁家有酸菜白肉，评分是5分吗？
餐馆	可以，人民公社大食堂(顺义总店)周边还有别的餐馆吗？
餐馆	好，那你帮我把该餐馆的地址发过来吧。
餐馆	记下了，晚上我要请朋友吃饭，还能再帮我推荐一个人均消费50-100元，能做烤鱼，评分是5分的餐馆吗？
餐馆	还是去金榜缘好了，它家周边还有别的餐馆吗？
餐馆	实在是太好了，那你能帮我看看金榜缘周边的餐馆哪家有大螃蟹，人均消费是500-1000元的？
餐馆	好吧，就去这儿吧，帮我查一下它家电话好吗？
thank	OK，谢谢！
酒店	你好，我想找一个能提供叫醒服务的舒适型酒店，帮我推荐下呗。
酒店	北京洪城铭豪商务酒店的评分高吗？
thank	好的，谢谢。
景点	您好，您能帮我找一个票价是20-50元并且评分是4.5分以上的景点么？
景点	我觉得八奇洞这个景点的名字听起来就很有意思，这里大概能玩多长时间呢？
酒店	麻烦您再帮我找一家评分是4.5分以上并且最低价格是500-600元的酒店吧。
酒店	这家酒店是什么类型的啊？
酒店	我觉得也是，那您把电话发给我一下吧。
餐馆	我还想要找一家饭店，今天我特别想吃的菜是松鼠桂鱼，最好能找到一家评分是5分的店，不然我怕这道菜做的不好吃。
餐馆	那就先这家吧，您再帮我看看这家附近还有没有别的饭店。
地铁	好，我想要从八奇洞坐地铁到黄河京都生态园，应该分别从哪站上下车呢？
thank	好，那我就再看看吧，谢谢了。
餐馆	你好，请给我推荐一家评分5分的餐馆用餐。
餐馆	这家餐馆的电话是多少啊？
酒店	好的，吃完饭我要去桔子酒店·精选(北京十里河店)住宿，请告诉我这家酒店是否有行李寄存服务。
酒店	酒店的电话是多少啊？
地铁	我要从海底捞火锅(西单店)乘坐地铁到桔子酒店·精选(北京十里河店)，请告诉我出发地和目的地附近的地铁站。
